,filename,prompt,evaluation_seed
426,o_An-image-capturing-Clint-Eastwood-and-Amber-Heard-at-a-public-event_4_0.jpg,An image capturing Clint Eastwood and Amber Heard at a public event,4
427,o_An-image-capturing-Countess-Vaughn-and-Harrison-Ford-at-a-public-event_3_0.jpg,An image capturing Countess Vaughn and Harrison Ford at a public event,3
428,o_An-image-capturing-Countess-Vaughn-and-Idris-Elba-at-a-public-event_1_0.jpg,An image capturing Countess Vaughn and Idris Elba at a public event,1
429,o_An-image-capturing-Dakota-Johnson-and-Ed-Sheeran-at-a-public-event_4_0.jpg,An image capturing Dakota Johnson and Ed Sheeran at a public event,4
430,o_An-image-capturing-Dakota-Johnson-and-Elon-Musk-at-a-public-event_4_0.jpg,An image capturing Dakota Johnson and Elon Musk at a public event,4
431,o_An-image-capturing-Dane-Dehaan-and-Hillary-Clinton-at-a-public-event_0_0.jpg,An image capturing Dane Dehaan and Hillary Clinton at a public event,0
432,o_An-image-capturing-David-Bowie-and-Anna-Faris-at-a-public-event_3_0.jpg,An image capturing David Bowie and Anna Faris at a public event,3
433,o_An-image-capturing-David-Bowie-and-Drew-Barrymore-at-a-public-event_4_0.jpg,An image capturing David Bowie and Drew Barrymore at a public event,4
434,o_An-image-capturing-David-Tennant-and-Courteney-Cox-at-a-public-event_2_0.jpg,An image capturing David Tennant and Courteney Cox at a public event,2
435,o_An-image-capturing-Demi-Lovato-and-Ben-Stiller-at-a-public-event_1_0.jpg,An image capturing Demi Lovato and Ben Stiller at a public event,1
436,o_An-image-capturing-Demi-Lovato-and-Patrick-Stewart-at-a-public-event_0_0.jpg,An image capturing Demi Lovato and Patrick Stewart at a public event,0
437,o_An-image-capturing-Doris-Day-and-Idris-Elba-at-a-public-event_0_0.jpg,An image capturing Doris Day and Idris Elba at a public event,0
438,o_An-image-capturing-Doris-Day-and-Idris-Elba-at-a-public-event_3_0.jpg,An image capturing Doris Day and Idris Elba at a public event,3
439,o_An-image-capturing-Dwayne-Johnson-and-Emma-Roberts-at-a-public-event_4_0.jpg,An image capturing Dwayne Johnson and Emma Roberts at a public event,4
440,o_An-image-capturing-Elizabeth-Taylor-and-Jason-Momoa-at-a-public-event_1_0.jpg,An image capturing Elizabeth Taylor and Jason Momoa at a public event,1
441,o_An-image-capturing-Elizabeth-Taylor-and-Jason-Momoa-at-a-public-event_4_0.jpg,An image capturing Elizabeth Taylor and Jason Momoa at a public event,4
442,o_An-image-capturing-Emma-Roberts-and-Adam-Driver-at-a-public-event_1_0.jpg,An image capturing Emma Roberts and Adam Driver at a public event,1
443,o_An-image-capturing-Emma-Roberts-and-Bob-Dylan-at-a-public-event_4_0.jpg,An image capturing Emma Roberts and Bob Dylan at a public event,4
444,o_An-image-capturing-George-Bush-and-Angelina-Jolie-at-a-public-event_0_0.jpg,An image capturing George Bush and Angelina Jolie at a public event,0
445,o_An-image-capturing-George-Bush-and-Angelina-Jolie-at-a-public-event_3_0.jpg,An image capturing George Bush and Angelina Jolie at a public event,3
446,o_An-image-capturing-George-Bush-and-Gwyneth-Paltrow-at-a-public-event_4_0.jpg,An image capturing George Bush and Gwyneth Paltrow at a public event,4
447,o_An-image-capturing-George-Clooney-and-Reba-Mcentire-at-a-public-event_2_0.jpg,An image capturing George Clooney and Reba Mcentire at a public event,2
448,o_An-image-capturing-George-Clooney-and-Reba-Mcentire-at-a-public-event_3_0.jpg,An image capturing George Clooney and Reba Mcentire at a public event,3
449,o_An-image-capturing-George-Clooney-and-Reba-Mcentire-at-a-public-event_4_0.jpg,An image capturing George Clooney and Reba Mcentire at a public event,4
450,o_An-image-capturing-Gillian-Anderson-and-Barack-Obama-at-a-public-event_0_0.jpg,An image capturing Gillian Anderson and Barack Obama at a public event,0
451,o_An-image-capturing-Gordon-Ramsey-and-Adriana-Lima-at-a-public-event_2_0.jpg,An image capturing Gordon Ramsey and Adriana Lima at a public event,2
452,o_An-image-capturing-Gordon-Ramsey-and-Jennifer-Lawrence-at-a-public-event_4_0.jpg,An image capturing Gordon Ramsey and Jennifer Lawrence at a public event,4
453,o_An-image-capturing-Gwyneth-Paltrow-and-Bill-Nye-at-a-public-event_0_0.jpg,An image capturing Gwyneth Paltrow and Bill Nye at a public event,0
454,o_An-image-capturing-Gwyneth-Paltrow-and-George-Takei-at-a-public-event_0_0.jpg,An image capturing Gwyneth Paltrow and George Takei at a public event,0
455,o_An-image-capturing-Gwyneth-Paltrow-and-George-Takei-at-a-public-event_3_0.jpg,An image capturing Gwyneth Paltrow and George Takei at a public event,3
456,o_An-image-capturing-Gwyneth-Paltrow-and-George-Takei-at-a-public-event_4_0.jpg,An image capturing Gwyneth Paltrow and George Takei at a public event,4
457,o_An-image-capturing-Harry-Dean-Stanton-and-Anne-Hathaway-at-a-public-event_0_0.jpg,An image capturing Harry Dean Stanton and Anne Hathaway at a public event,0
458,o_An-image-capturing-Harry-Dean-Stanton-and-Anne-Hathaway-at-a-public-event_2_0.jpg,An image capturing Harry Dean Stanton and Anne Hathaway at a public event,2
459,o_An-image-capturing-Harry-Dean-Stanton-and-Anne-Hathaway-at-a-public-event_4_0.jpg,An image capturing Harry Dean Stanton and Anne Hathaway at a public event,4
460,o_An-image-capturing-Harry-Dean-Stanton-and-Drew-Barrymore-at-a-public-event_0_0.jpg,An image capturing Harry Dean Stanton and Drew Barrymore at a public event,0
461,o_An-image-capturing-Harry-Dean-Stanton-and-Drew-Barrymore-at-a-public-event_4_0.jpg,An image capturing Harry Dean Stanton and Drew Barrymore at a public event,4
462,o_An-image-capturing-Hayley-Atwell-and-Chris-Evans-at-a-public-event_0_0.jpg,An image capturing Hayley Atwell and Chris Evans at a public event,0
463,o_An-image-capturing-Heath-Ledger-and-Anne-Hathaway-at-a-public-event_0_0.jpg,An image capturing Heath Ledger and Anne Hathaway at a public event,0
464,o_An-image-capturing-Heath-Ledger-and-Courteney-Cox-at-a-public-event_0_0.jpg,An image capturing Heath Ledger and Courteney Cox at a public event,0
465,o_An-image-capturing-Heath-Ledger-and-Courteney-Cox-at-a-public-event_2_0.jpg,An image capturing Heath Ledger and Courteney Cox at a public event,2
466,o_An-image-capturing-Heath-Ledger-and-Courteney-Cox-at-a-public-event_4_0.jpg,An image capturing Heath Ledger and Courteney Cox at a public event,4
467,o_An-image-capturing-Hugh-Jackman-and-Bette-Midler-at-a-public-event_0_0.jpg,An image capturing Hugh Jackman and Bette Midler at a public event,0
468,o_An-image-capturing-Hugh-Jackman-and-Bette-Midler-at-a-public-event_4_0.jpg,An image capturing Hugh Jackman and Bette Midler at a public event,4
469,o_An-image-capturing-Idris-Elba-and-Amy-Winehouse-at-a-public-event_0_0.jpg,An image capturing Idris Elba and Amy Winehouse at a public event,0
470,o_An-image-capturing-Idris-Elba-and-Amy-Winehouse-at-a-public-event_4_0.jpg,An image capturing Idris Elba and Amy Winehouse at a public event,4
471,o_An-image-capturing-Jackie-Chan-and-Amber-Heard-at-a-public-event_2_0.jpg,An image capturing Jackie Chan and Amber Heard at a public event,2
472,o_An-image-capturing-Jake-Gyllenhaal-and-Brittany-Snow-at-a-public-event_4_0.jpg,An image capturing Jake Gyllenhaal and Brittany Snow at a public event,4
473,o_An-image-capturing-James-Franco-and-Julianne-Moore-at-a-public-event_2_0.jpg,An image capturing James Franco and Julianne Moore at a public event,2
474,o_An-image-capturing-James-Franco-and-Julianne-Moore-at-a-public-event_4_0.jpg,An image capturing James Franco and Julianne Moore at a public event,4
475,o_An-image-capturing-James-Franco-and-Queen-Elizabeth-at-a-public-event_4_0.jpg,An image capturing James Franco and Queen Elizabeth at a public event,4
476,o_An-image-capturing-Jared-Leto-and-Betty-White-at-a-public-event_0_0.jpg,An image capturing Jared Leto and Betty White at a public event,0
477,o_An-image-capturing-Jared-Leto-and-Betty-White-at-a-public-event_2_0.jpg,An image capturing Jared Leto and Betty White at a public event,2
478,o_An-image-capturing-Jared-Leto-and-Kaley-Cuoco-at-a-public-event_0_0.jpg,An image capturing Jared Leto and Kaley Cuoco at a public event,0
479,o_An-image-capturing-Jared-Leto-and-Kaley-Cuoco-at-a-public-event_3_0.jpg,An image capturing Jared Leto and Kaley Cuoco at a public event,3
480,o_An-image-capturing-Jason-Momoa-and-Amy-Winehouse-at-a-public-event_3_0.jpg,An image capturing Jason Momoa and Amy Winehouse at a public event,3
481,o_An-image-capturing-Jason-Statham-and-Amber-Heard-at-a-public-event_0_0.jpg,An image capturing Jason Statham and Amber Heard at a public event,0
482,o_An-image-capturing-Jason-Statham-and-Amber-Heard-at-a-public-event_2_0.jpg,An image capturing Jason Statham and Amber Heard at a public event,2
483,o_An-image-capturing-Jason-Statham-and-Amber-Heard-at-a-public-event_4_0.jpg,An image capturing Jason Statham and Amber Heard at a public event,4
484,o_An-image-capturing-Jason-Statham-and-Demi-Lovato-at-a-public-event_0_0.jpg,An image capturing Jason Statham and Demi Lovato at a public event,0
485,o_An-image-capturing-Jason-Statham-and-Demi-Lovato-at-a-public-event_4_0.jpg,An image capturing Jason Statham and Demi Lovato at a public event,4
486,o_An-image-capturing-Jeff-Bridges-and-Jennifer-Aniston-at-a-public-event_0_0.jpg,An image capturing Jeff Bridges and Jennifer Aniston at a public event,0
487,o_An-image-capturing-Jeff-Bridges-and-Jennifer-Aniston-at-a-public-event_2_0.jpg,An image capturing Jeff Bridges and Jennifer Aniston at a public event,2
488,o_An-image-capturing-Jennifer-Aniston-and-Bill-Nye-at-a-public-event_0_0.jpg,An image capturing Jennifer Aniston and Bill Nye at a public event,0
489,o_An-image-capturing-Jennifer-Aniston-and-Bill-Nye-at-a-public-event_3_0.jpg,An image capturing Jennifer Aniston and Bill Nye at a public event,3
490,o_An-image-capturing-Jennifer-Aniston-and-Bill-Nye-at-a-public-event_4_0.jpg,An image capturing Jennifer Aniston and Bill Nye at a public event,4
491,o_An-image-capturing-Jennifer-Aniston-and-Neil-Degrasse-Tyson-at-a-public-event_1_0.jpg,An image capturing Jennifer Aniston and Neil Degrasse Tyson at a public event,1
492,o_An-image-capturing-Jennifer-Aniston-and-Neil-Degrasse-Tyson-at-a-public-event_4_0.jpg,An image capturing Jennifer Aniston and Neil Degrasse Tyson at a public event,4
493,o_An-image-capturing-Jennifer-Connelly-and-Drake-at-a-public-event_3_0.jpg,An image capturing Jennifer Connelly and Drake at a public event,3
494,o_An-image-capturing-Jim-Morrison-and-Adriana-Lima-at-a-public-event_1_0.jpg,An image capturing Jim Morrison and Adriana Lima at a public event,1
495,o_An-image-capturing-Jim-Morrison-and-Adriana-Lima-at-a-public-event_2_0.jpg,An image capturing Jim Morrison and Adriana Lima at a public event,2
496,o_An-image-capturing-John-Lennon-and-Gwyneth-Paltrow-at-a-public-event_2_0.jpg,An image capturing John Lennon and Gwyneth Paltrow at a public event,2
497,o_An-image-capturing-Johnny-Cash-and-Emma-Stone-at-a-public-event_2_0.jpg,An image capturing Johnny Cash and Emma Stone at a public event,2
498,o_An-image-capturing-Judy-Garland-and-Bryan-Cranston-at-a-public-event_0_0.jpg,An image capturing Judy Garland and Bryan Cranston at a public event,0
499,o_An-image-capturing-Julianne-Moore-and-Frida-Kahlo-at-a-public-event_4_0.jpg,An image capturing Julianne Moore and Frida Kahlo at a public event,4
500,o_An-image-capturing-Justin-Bieber-and-Angelina-Jolie-at-a-public-event_0_0.jpg,An image capturing Justin Bieber and Angelina Jolie at a public event,0
501,o_An-image-capturing-Justin-Bieber-and-Hillary-Clinton-at-a-public-event_0_0.jpg,An image capturing Justin Bieber and Hillary Clinton at a public event,0
502,o_An-image-capturing-Justin-Bieber-and-Jennifer-Aniston-at-a-public-event_0_0.jpg,An image capturing Justin Bieber and Jennifer Aniston at a public event,0
503,o_An-image-capturing-Keanu-Reeves-and-Gwyneth-Paltrow-at-a-public-event_0_0.jpg,An image capturing Keanu Reeves and Gwyneth Paltrow at a public event,0
504,o_An-image-capturing-Keanu-Reeves-and-Gwyneth-Paltrow-at-a-public-event_2_0.jpg,An image capturing Keanu Reeves and Gwyneth Paltrow at a public event,2
505,o_An-image-capturing-Keanu-Reeves-and-Gwyneth-Paltrow-at-a-public-event_4_0.jpg,An image capturing Keanu Reeves and Gwyneth Paltrow at a public event,4
506,o_An-image-capturing-Krysten-Ritter-and-Arnold-Schwarzenegger-at-a-public-event_3_0.jpg,An image capturing Krysten Ritter and Arnold Schwarzenegger at a public event,3
507,o_An-image-capturing-Krysten-Ritter-and-Bradley-Cooper-at-a-public-event_2_0.jpg,An image capturing Krysten Ritter and Bradley Cooper at a public event,2
508,o_An-image-capturing-Lily-Collins-and-Ed-Sheeran-at-a-public-event_1_0.jpg,An image capturing Lily Collins and Ed Sheeran at a public event,1
509,o_An-image-capturing-Lily-Collins-and-Ed-Sheeran-at-a-public-event_3_0.jpg,An image capturing Lily Collins and Ed Sheeran at a public event,3
510,o_An-image-capturing-Lily-Collins-and-Idris-Elba-at-a-public-event_2_0.jpg,An image capturing Lily Collins and Idris Elba at a public event,2
511,o_An-image-capturing-Liv-Tyler-and-Elvis-Presley-at-a-public-event_1_0.jpg,An image capturing Liv Tyler and Elvis Presley at a public event,1
512,o_An-image-capturing-Matt-Damon-and-Anjelica-Huston-at-a-public-event_2_0.jpg,An image capturing Matt Damon and Anjelica Huston at a public event,2
513,o_An-image-capturing-Matt-Damon-and-Anjelica-Huston-at-a-public-event_4_0.jpg,An image capturing Matt Damon and Anjelica Huston at a public event,4
514,o_An-image-capturing-Matt-Damon-and-Charlize-Theron-at-a-public-event_0_0.jpg,An image capturing Matt Damon and Charlize Theron at a public event,0
515,o_An-image-capturing-Matt-Damon-and-Charlize-Theron-at-a-public-event_2_0.jpg,An image capturing Matt Damon and Charlize Theron at a public event,2
516,o_An-image-capturing-Matt-Damon-and-Charlize-Theron-at-a-public-event_4_0.jpg,An image capturing Matt Damon and Charlize Theron at a public event,4
517,o_An-image-capturing-Matt-Damon-and-Emma-Stone-at-a-public-event_0_0.jpg,An image capturing Matt Damon and Emma Stone at a public event,0
518,o_An-image-capturing-Matt-Smith-and-Angelina-Jolie-at-a-public-event_4_0.jpg,An image capturing Matt Smith and Angelina Jolie at a public event,4
519,o_An-image-capturing-Matt-Smith-and-Demi-Lovato-at-a-public-event_0_0.jpg,An image capturing Matt Smith and Demi Lovato at a public event,0
520,o_An-image-capturing-Matthew-Mcconaughey-and-Adriana-Lima-at-a-public-event_2_0.jpg,An image capturing Matthew Mcconaughey and Adriana Lima at a public event,2
521,o_An-image-capturing-Matthew-Mcconaughey-and-Jennifer-Lawrence-at-a-public-event_0_0.jpg,An image capturing Matthew Mcconaughey and Jennifer Lawrence at a public event,0
522,o_An-image-capturing-Matthew-Mcconaughey-and-Jennifer-Lawrence-at-a-public-event_4_0.jpg,An image capturing Matthew Mcconaughey and Jennifer Lawrence at a public event,4
523,o_An-image-capturing-Megan-Fox-and-Arnold-Schwarzenegger-at-a-public-event_0_0.jpg,An image capturing Megan Fox and Arnold Schwarzenegger at a public event,0
524,o_An-image-capturing-Megan-Fox-and-Arnold-Schwarzenegger-at-a-public-event_2_0.jpg,An image capturing Megan Fox and Arnold Schwarzenegger at a public event,2
525,o_An-image-capturing-Megan-Fox-and-Bruce-Willis-at-a-public-event_0_0.jpg,An image capturing Megan Fox and Bruce Willis at a public event,0
526,o_An-image-capturing-Megan-Fox-and-Bruce-Willis-at-a-public-event_1_0.jpg,An image capturing Megan Fox and Bruce Willis at a public event,1
527,o_An-image-capturing-Megan-Fox-and-Chris-Pine-at-a-public-event_0_0.jpg,An image capturing Megan Fox and Chris Pine at a public event,0
528,o_An-image-capturing-Megan-Fox-and-Chris-Pine-at-a-public-event_2_0.jpg,An image capturing Megan Fox and Chris Pine at a public event,2
529,o_An-image-capturing-Megan-Fox-and-Chris-Pine-at-a-public-event_3_0.jpg,An image capturing Megan Fox and Chris Pine at a public event,3
530,o_An-image-capturing-Megan-Fox-and-Chris-Pine-at-a-public-event_4_0.jpg,An image capturing Megan Fox and Chris Pine at a public event,4
531,o_An-image-capturing-Megan-Fox-and-Jason-Momoa-at-a-public-event_0_0.jpg,An image capturing Megan Fox and Jason Momoa at a public event,0
532,o_An-image-capturing-Megan-Fox-and-Jason-Momoa-at-a-public-event_3_0.jpg,An image capturing Megan Fox and Jason Momoa at a public event,3
533,o_An-image-capturing-Melanie-Griffith-and-Bradley-Cooper-at-a-public-event_1_0.jpg,An image capturing Melanie Griffith and Bradley Cooper at a public event,1
534,o_An-image-capturing-Melanie-Griffith-and-Bradley-Cooper-at-a-public-event_3_0.jpg,An image capturing Melanie Griffith and Bradley Cooper at a public event,3
535,o_An-image-capturing-Melanie-Griffith-and-Bruce-Willis-at-a-public-event_0_0.jpg,An image capturing Melanie Griffith and Bruce Willis at a public event,0
536,o_An-image-capturing-Michael-Cera-and-Amber-Heard-at-a-public-event_4_0.jpg,An image capturing Michael Cera and Amber Heard at a public event,4
537,o_An-image-capturing-Michael-Ealy-and-Demi-Lovato-at-a-public-event_4_0.jpg,An image capturing Michael Ealy and Demi Lovato at a public event,4
538,o_An-image-capturing-Natalie-Portman-and-Chris-Hemsworth-at-a-public-event_4_0.jpg,An image capturing Natalie Portman and Chris Hemsworth at a public event,4
539,o_An-image-capturing-Neil-Degrasse-Tyson-and-Anjelica-Huston-at-a-public-event_0_0.jpg,An image capturing Neil Degrasse Tyson and Anjelica Huston at a public event,0
540,o_An-image-capturing-Neil-Degrasse-Tyson-and-Anjelica-Huston-at-a-public-event_1_0.jpg,An image capturing Neil Degrasse Tyson and Anjelica Huston at a public event,1
541,o_An-image-capturing-Neil-Degrasse-Tyson-and-Anjelica-Huston-at-a-public-event_3_0.jpg,An image capturing Neil Degrasse Tyson and Anjelica Huston at a public event,3
542,o_An-image-capturing-Neil-Degrasse-Tyson-and-Anjelica-Huston-at-a-public-event_4_0.jpg,An image capturing Neil Degrasse Tyson and Anjelica Huston at a public event,4
543,o_An-image-capturing-Niall-Horan-and-Beth-Behrs-at-a-public-event_4_0.jpg,An image capturing Niall Horan and Beth Behrs at a public event,4
544,o_An-image-capturing-Paul-Rudd-and-Jennifer-Lawrence-at-a-public-event_3_0.jpg,An image capturing Paul Rudd and Jennifer Lawrence at a public event,3
545,o_An-image-capturing-Paul-Wesley-and-Gwyneth-Paltrow-at-a-public-event_0_0.jpg,An image capturing Paul Wesley and Gwyneth Paltrow at a public event,0
546,o_An-image-capturing-Paul-Wesley-and-Gwyneth-Paltrow-at-a-public-event_4_0.jpg,An image capturing Paul Wesley and Gwyneth Paltrow at a public event,4
547,o_An-image-capturing-Pierce-Brosnan-and-Anjelica-Huston-at-a-public-event_0_0.jpg,An image capturing Pierce Brosnan and Anjelica Huston at a public event,0
548,o_An-image-capturing-Pierce-Brosnan-and-Anjelica-Huston-at-a-public-event_2_0.jpg,An image capturing Pierce Brosnan and Anjelica Huston at a public event,2
549,o_An-image-capturing-Pierce-Brosnan-and-Emma-Stone-at-a-public-event_0_0.jpg,An image capturing Pierce Brosnan and Emma Stone at a public event,0
550,o_An-image-capturing-Pierce-Brosnan-and-Emma-Stone-at-a-public-event_3_0.jpg,An image capturing Pierce Brosnan and Emma Stone at a public event,3
551,o_An-image-capturing-Queen-Elizabeth-and-Bruce-Willis-at-a-public-event_0_0.jpg,An image capturing Queen Elizabeth and Bruce Willis at a public event,0
552,o_An-image-capturing-Rachel-Dratch-and-Arnold-Schwarzenegger-at-a-public-event_3_0.jpg,An image capturing Rachel Dratch and Arnold Schwarzenegger at a public event,3
553,o_An-image-capturing-Rachel-Dratch-and-Arnold-Schwarzenegger-at-a-public-event_4_0.jpg,An image capturing Rachel Dratch and Arnold Schwarzenegger at a public event,4
554,o_An-image-capturing-Rachel-Dratch-and-Bill-Clinton-at-a-public-event_3_0.jpg,An image capturing Rachel Dratch and Bill Clinton at a public event,3
555,o_An-image-capturing-Rachel-Dratch-and-Channing-Tatum-at-a-public-event_3_0.jpg,An image capturing Rachel Dratch and Channing Tatum at a public event,3
556,o_An-image-capturing-Rachel-Dratch-and-Channing-Tatum-at-a-public-event_4_0.jpg,An image capturing Rachel Dratch and Channing Tatum at a public event,4
557,o_An-image-capturing-Reba-Mcentire-and-Bruce-Willis-at-a-public-event_0_0.jpg,An image capturing Reba Mcentire and Bruce Willis at a public event,0
558,o_An-image-capturing-Reba-Mcentire-and-Bruce-Willis-at-a-public-event_4_0.jpg,An image capturing Reba Mcentire and Bruce Willis at a public event,4
559,o_Andrew-Garfield-and-Emma-Roberts-in-an-official-photo_3_0.jpg,Andrew Garfield and Emma Roberts in an official photo,3
560,o_Andy-Samberg-and-Charlize-Theron_4_0.jpg,Andy Samberg and Charlize Theron,4
561,o_Andy-Samberg-and-Demi-Lovato-in-an-official-photo_4_0.jpg,Andy Samberg and Demi Lovato in an official photo,4
562,o_Andy-Samberg-and-Drew-Barrymore_4_0.jpg,Andy Samberg and Drew Barrymore,4
563,o_Anjelica-Huston-and-Bill-Nye-in-an-official-photo_0_0.jpg,Anjelica Huston and Bill Nye in an official photo,0
564,o_Anjelica-Huston-and-Bill-Nye-in-an-official-photo_3_0.jpg,Anjelica Huston and Bill Nye in an official photo,3
565,o_Anjelica-Huston-and-Kim-Jong-Un-in-an-official-photo_1_0.jpg,Anjelica Huston and Kim Jong Un in an official photo,1
566,o_Anjelica-Huston-and-Kim-Jong-Un-in-an-official-photo_3_0.jpg,Anjelica Huston and Kim Jong Un in an official photo,3
567,o_Anna-Kendrick-and-Aaron-Paul_3_0.jpg,Anna Kendrick and Aaron Paul,3
568,o_Anna-Kendrick-and-Harry-Dean-Stanton_3_0.jpg,Anna Kendrick and Harry Dean Stanton,3
569,o_Anna-Kendrick-and-Niall-Horan-in-an-official-photo_3_0.jpg,Anna Kendrick and Niall Horan in an official photo,3
570,o_Aretha-Franklin-and-Barack-Obama-in-an-official-photo_0_0.jpg,Aretha Franklin and Barack Obama in an official photo,0
571,o_Aretha-Franklin-and-Barack-Obama-in-an-official-photo_2_0.jpg,Aretha Franklin and Barack Obama in an official photo,2
572,o_Aretha-Franklin-and-Barack-Obama-in-an-official-photo_3_0.jpg,Aretha Franklin and Barack Obama in an official photo,3
573,o_Aretha-Franklin-and-Barack-Obama-in-an-official-photo_4_0.jpg,Aretha Franklin and Barack Obama in an official photo,4
574,o_Aretha-Franklin-and-Bradley-Cooper-in-an-official-photo_0_0.jpg,Aretha Franklin and Bradley Cooper in an official photo,0
575,o_Aretha-Franklin-and-Bradley-Cooper-in-an-official-photo_2_0.jpg,Aretha Franklin and Bradley Cooper in an official photo,2
576,o_Aretha-Franklin-and-Bradley-Cooper-in-an-official-photo_3_0.jpg,Aretha Franklin and Bradley Cooper in an official photo,3
577,o_Aretha-Franklin-and-Bradley-Cooper-in-an-official-photo_4_0.jpg,Aretha Franklin and Bradley Cooper in an official photo,4
578,o_Aretha-Franklin-and-Bradley-Cooper_0_0.jpg,Aretha Franklin and Bradley Cooper,0
579,o_Aretha-Franklin-and-Bradley-Cooper_1_0.jpg,Aretha Franklin and Bradley Cooper,1
580,o_Aretha-Franklin-and-Bradley-Cooper_2_0.jpg,Aretha Franklin and Bradley Cooper,2
581,o_Aretha-Franklin-and-Bradley-Cooper_3_0.jpg,Aretha Franklin and Bradley Cooper,3
582,o_Aretha-Franklin-and-Bradley-Cooper_4_0.jpg,Aretha Franklin and Bradley Cooper,4
583,o_Aretha-Franklin-and-Elvis-Presley_0_0.jpg,Aretha Franklin and Elvis Presley,0
584,o_Aretha-Franklin-and-Hugh-Jackman-in-an-official-photo_0_0.jpg,Aretha Franklin and Hugh Jackman in an official photo,0
585,o_Aretha-Franklin-and-Hugh-Jackman-in-an-official-photo_3_0.jpg,Aretha Franklin and Hugh Jackman in an official photo,3
586,o_Aretha-Franklin-and-Jake-Gyllenhaal-in-an-official-photo_0_0.jpg,Aretha Franklin and Jake Gyllenhaal in an official photo,0
587,o_Arnold-Schwarzenegger-and-Countess-Vaughn_1_0.jpg,Arnold Schwarzenegger and Countess Vaughn,1
588,o_Arnold-Schwarzenegger-and-Countess-Vaughn_3_0.jpg,Arnold Schwarzenegger and Countess Vaughn,3
589,o_Arnold-Schwarzenegger-and-Gillian-Anderson_1_0.jpg,Arnold Schwarzenegger and Gillian Anderson,1
590,o_Arnold-Schwarzenegger-and-Gillian-Anderson_4_0.jpg,Arnold Schwarzenegger and Gillian Anderson,4
591,o_Arnold-Schwarzenegger-and-Krysten-Ritter_1_0.jpg,Arnold Schwarzenegger and Krysten Ritter,1
592,o_Avril-Lavigne-and-Bill-Clinton_0_0.jpg,Avril Lavigne and Bill Clinton,0
593,o_Avril-Lavigne-and-Bryan-Cranston_0_0.jpg,Avril Lavigne and Bryan Cranston,0
594,o_Avril-Lavigne-and-Jared-Leto-in-an-official-photo_1_0.jpg,Avril Lavigne and Jared Leto in an official photo,1
595,o_Avril-Lavigne-and-Jared-Leto-in-an-official-photo_3_0.jpg,Avril Lavigne and Jared Leto in an official photo,3
596,o_Avril-Lavigne-and-Jared-Leto-in-an-official-photo_4_0.jpg,Avril Lavigne and Jared Leto in an official photo,4
597,o_Aziz-Ansari-and-Hillary-Clinton-in-an-official-photo_1_0.jpg,Aziz Ansari and Hillary Clinton in an official photo,1
598,o_Aziz-Ansari-and-Hillary-Clinton-in-an-official-photo_3_0.jpg,Aziz Ansari and Hillary Clinton in an official photo,3
599,o_Barack-Obama-and-Christie-Brinkley-in-an-official-photo_0_0.jpg,Barack Obama and Christie Brinkley in an official photo,0
